,gvkey,Ticker,Date,Revenue,Cost of Goods Sold,SG&A,EBIT,Net Income,Cash and Cash Equivalents,Recievables,Inventories,Other Current Assets,PP&E,Other Assets,Debt in Current Liabilities,Accounts Payable,Taxes Payable,Other Current Liabilities,Total Liabilities,Adjusted Close,Volume,EBIT/EV
49451,4881,FELE,1997-12-31,77.553,49.954,12.368,17.764,10.918,71.688,16.978,31.259,8.575,102.152,2.253,1.196,10.472,4.513,24.346,70.269,8.03125,690100.0,0.054769559483351986
49452,4881,FELE,1998-03-31,56.014,39.048,9.727,6.328,3.66,59.74,18.318,40.253,9.407,103.356,2.086,1.018,8.006,4.264,22.919,66.485,8.5625,196000.0,0.017422571701536594
49453,4881,FELE,1998-06-30,67.907,45.885,11.197,10.115,5.995,60.071,18.916,44.02,9.614,105.212,2.073,3.557,7.277,0.03,26.444,68.061,8.5,282400.0,0.02772683787954792
49454,4881,FELE,1998-09-30,75.23,52.194,10.658,11.722999999999999,7.007,61.446,8.416,37.798,9.784,108.939,2.081,3.721,7.864,1.586,26.264,70.827,7.90625,677200.0,0.0372906615092332
49455,4881,FELE,1998-12-31,73.382,47.919,10.445,13.219,8.122,44.955,16.037,35.33,9.961,126.206,9.846,3.716,13.556,2.594,24.539,75.993,8.4375,234900.0,0.037437516815587865
49456,4881,FELE,1999-03-31,58.014,40.845,9.759,5.845,3.477,30.218,16.73,44.806,10.195,127.444,9.552,3.685,10.049,3.449,21.776,71.301,8.125,152200.0,0.016520913299829843
49457,4881,FELE,1999-06-30,74.595,51.158,10.586,11.451,7.008,31.48,20.377,47.03,10.046,128.321,9.355,3.372,10.197,3.527,24.418,74.634,8.125,195900.0,0.032644764750153946
49458,4881,FELE,1999-09-30,81.795,56.361,10.562,13.054,8.118,35.296,18.463,42.331,10.631,132.505,8.864,3.485,14.843,2.951,24.707,79.552,8.25,324200.0,0.037797473412341076
49459,4881,FELE,1999-12-31,78.832,53.241,10.991,13.363,8.202,36.812,17.995,39.717,9.719,135.597,14.811,1.018,20.669,2.112,23.558,79.808,8.7734375,221600.0,0.03699735958097992
49460,4881,FELE,2000-03-31,66.051,46.35,10.309,6.562,3.903,10.54,21.895,50.535,9.762,136.873,14.466,1.017,9.639,3.838,21.392,68.628,7.984375,479200.0,0.01860444017277577
49461,4881,FELE,2000-06-30,84.875,58.716,10.782,12.819,7.785,15.125,23.139,52.751,9.798,140.002,14.74,1.017,10.348,3.47,24.873,72.893,8.46875,402100.0,0.03479176575878497
49462,4881,FELE,2000-09-30,85.173,61.733,11.253,5.819999999999999,3.442,11.991,24.5,52.523,11.485,143.533,29.086,1.109,15.609,0.904,28.018,79.165,8.625,475800.0,0.014957210043432449
49463,4881,FELE,2000-12-31,89.632,62.907,12.623,11.818999999999999,7.096,9.631,31.568,49.09,11.672,147.492,30.614,1.076,16.114,2.769,27.105,81.181,8.5625,586400.0,0.030751177984248444
49464,4881,FELE,2001-03-31,65.899,45.656,11.341,5.188,3.016,3.789,31.893,65.837,11.929,147.124,29.769,11.073,16.245,3.909,24.658,89.963,8.953125,751400.0,0.012470115918837283
49465,4881,FELE,2001-06-30,82.86,56.271,11.807,11.044,6.614,7.494,36.678,65.147,11.707,146.919,29.267,12.064,14.32,4.349,26.487,91.623,9.4875,399300.0,0.02527105055171161
49466,4881,FELE,2001-09-30,86.764,58.375,12.267,13.298000000000002,8.192,11.591,28.036,56.573,11.852,148.774,29.748,1.063,13.095,6.211,25.677,80.994,9.0,336900.0,0.03409918457356788
49467,4881,FELE,2001-12-31,87.385,57.075,12.107,15.048,9.328,23.749,27.486,48.008,10.34,147.134,27.221,1.058,11.683,3.538,24.146,72.374,10.25,330400.0,0.0350636822458652
49468,4881,FELE,2002-03-31,68.069,47.034,11.661,6.208,3.682,5.07,35.225,57.838,10.673,157.334,39.87,4.053,17.701,2.323,23.83,88.394,12.665,1623100.0,0.010978928521657567
49469,4881,FELE,2002-06-30,93.682,63.692,13.428,14.465,9.006,10.577,40.97,58.454,11.063,163.148,41.708,1.563,18.142,3.33,28.257,96.174,11.7675,1530000.0,0.0274186006384051
49470,4881,FELE,2002-09-30,97.125,64.298,13.957,15.330000000000002,9.628,10.539,33.951,51.067,12.193,167.535,62.588,1.552,17.599,3.05,29.132,96.094,10.6875,1153515.0,0.032023329193766215
49471,4881,FELE,2002-12-31,95.996,62.035,15.591,15.791,9.888,20.133,31.711,48.268,12.897,175.473,69.541,1.467,18.584,1.712,28.484,105.445,12.0025,882067.0,0.029967345063645175
49472,4881,FELE,2003-03-31,69.778,46.774,13.877,6.534999999999999,4.028,5.152,30.864,62.24,12.506,177.494,69.832,4.474,18.097,1.212,26.387,106.7,11.745,869409.0,0.012218231867975639
49473,4881,FELE,2003-06-30,93.84,61.336,14.913,14.501999999999999,9.368,10.712,39.311,62.611,12.155,181.735,70.521,1.483,14.831,4.109,29.69,109.66,13.8175,1424988.0,0.023364640695181675
49474,4881,FELE,2003-09-30,99.685,65.248,15.07,15.571,10.513,18.064,34.302,53.233,13.262,186.002,69.975,1.477,14.523,5.793,30.373,94.343,13.92,925592.0,0.025867139751861515
49475,4881,FELE,2003-12-31,96.199,61.395,15.505,15.825999999999999,10.571,29.962,29.194,54.653,14.232,191.945,70.014,1.392,15.958,0.0,28.051,89.033,15.1225,1311067.0,0.02447655723937098
49476,4881,FELE,2004-03-31,80.207,52.709,14.978,8.045,5.121,12.665,33.023,66.985,14.401,193.58,72.349,1.377,15.64,0.885,27.091,87.542,15.92,1112596.0,0.011479725648683693
49477,4881,FELE,2004-06-30,106.144,67.752,16.003,16.958000000000002,10.878,28.848,37.286,67.314,13.003,200.472,72.112,1.383,18.133,4.82,31.467,98.925,18.93,3313222.0,0.020717164259771492
49478,4881,FELE,2004-09-30,110.336,70.384,16.875,17.418000000000003,11.13,61.543,25.835,60.201,13.996,206.451,71.508,1.386,20.39,5.486,34.559,105.26,19.8,2529121.0,0.021092846306317834
49479,4881,FELE,2004-12-31,107.618,68.132,17.011,17.101000000000003,10.954,50.604,39.312,62.442,13.784,216.777,71.407,1.304,16.594,3.193,33.354,99.14,21.13,2109044.0,0.019087968579156633
49480,4881,FELE,2005-03-31,82.434,53.011,16.272,9.164000000000001,5.811,41.075,35.299,79.172,14.402,213.574,70.149,1.29,18.083,0.998,28.529,93.598,18.865,2756245.0,0.011282913010759895
49481,4881,FELE,2005-06-30,123.537,78.278,19.976,21.086,13.545,41.005,47.249,75.772,14.378,208.692,69.188,1.269,17.603,4.405,33.915,101.698,19.325,2779211.0,0.02559493102380938
49482,4881,FELE,2005-09-30,119.043,74.922,19.072,20.655,13.246,57.412,41.647,72.205,15.261,212.632,78.168,1.296,18.56,0.884,32.595,98.459,20.695,3761593.0,0.02337883035196747
49483,4881,FELE,2005-12-31,114.545,70.563,20.128,20.954,13.407,88.124,30.165,70.381,14.35,218.032,81.01,1.303,26.409,2.087,34.223,112.2,19.77,4476908.0,0.02572432058096649
49484,4881,FELE,2006-03-31,101.739,62.235,20.435,15.383,9.699,69.378,42.446,80.929,14.9,220.761,80.89,1.309,20.508,3.433,28.601,102.099,27.325,4138077.0,0.013015649831891412
49485,4881,FELE,2006-06-30,152.186,95.087,26.472,26.716,16.442,32.931,62.327,107.012,17.305,237.989,163.469,11.3,26.722,1.674,43.359,181.772,25.82,6568751.0,0.021798667131774526
49486,4881,FELE,2006-09-30,156.172,97.557,27.836,26.627,16.783,29.996,53.178,110.338,18.077,248.905,190.084,11.298,29.238,4.757,45.333,189.891,26.57,4621502.0,0.0210657202211278
49487,4881,FELE,2006-12-31,147.851,93.523,26.835,22.316,14.074,33.956,52.679,111.563,19.592,225.471,193.159,11.31,30.832,11.649,40.166,181.094,25.695,4591679.0,0.018430340370544817
49488,4881,FELE,2007-03-31,130.496,86.837,29.455,8.781,4.897,34.496,69.412,132.448,19.427,229.857,193.736,1.314,25.639,3.092,35.164,212.563,23.25,7007287.0,0.00761104863192246
49489,4881,FELE,2007-06-30,152.529,103.97,31.806,12.458,6.64,63.778,80.939,150.967,20.58,235.477,194.448,1.317,32.032,6.252,41.879,279.655,23.59,18228271.0,0.010537977719612412
49490,4881,FELE,2007-09-30,165.264,112.554,28.185,19.926000000000002,11.684,59.642,72.349,158.208,22.356,241.071,215.561,1.334,31.383,11.067,43.788,285.88,20.555,14082039.0,0.01900355472143966
49491,4881,FELE,2007-12-31,153.736,105.485,30.302,11.099,5.462,65.252,64.972,156.146,23.109,255.134,217.827,10.398,27.986,6.18,46.085,283.693,19.135,13964060.0,0.011324059222330051
49492,4881,FELE,2008-03-31,176.01,118.322,36.311,15.209999999999999,8.148,33.623,99.513,164.593,26.225,274.898,251.221,55.577,32.221,8.692,46.287,336.721,17.085,14068055.0,0.015918580261073508
49493,4881,FELE,2008-06-30,201.696,130.89,38.274,26.065,15.281,42.835,116.515,178.549,30.724,285.33,247.109,70.453,41.436,9.968,54.551,369.983,19.39,8107698.0,0.024428515201012614
49494,4881,FELE,2008-09-30,215.815,143.316,38.875,28.655000000000005,17.26,60.827,98.891,164.397,28.168,283.836,243.961,35.319,34.214,10.468,56.344,343.032,22.275,11032320.0,0.024580189576695777
49495,4881,FELE,2008-12-31,152.106,102.01,34.527,8.074,3.422,46.934,68.048,169.873,32.805,277.353,231.862,0.677,24.505,8.239,47.991,345.12,14.055,13912491.0,0.010268254263748236
49496,4881,FELE,2009-03-31,149.797,100.452,34.249,8.02,3.847,45.201,89.467,168.922,32.985,297.1,246.161,58.98,33.921,6.277,41.652,373.3,11.065,8940281.0,0.011842651794776768
49497,4881,FELE,2009-06-30,165.278,109.697,34.532,11.134,5.826,38.271,89.113,154.249,25.729,290.454,250.735,14.767,30.201,2.958,44.264,327.914,12.96,9134059.0,0.015319362617651162
49498,4881,FELE,2009-09-30,166.007,109.552,33.817,15.197,8.632,71.229,75.287,137.631,28.238,291.841,255.158,0.688,32.933,5.361,45.776,318.358,14.345,7277407.0,0.02042206387041126
49499,4881,FELE,2009-12-31,144.909,93.066,30.731,13.350999999999999,7.681,86.875,62.847,134.404,27.467,294.765,259.534,0.735,31.699,6.448,44.261,320.695,14.525,8259788.0,0.018116060020863793
49500,4881,FELE,2010-03-31,159.992,103.009,35.885,10.296,7.326,69.7,91.056,141.309,27.227,292.655,256.195,0.681,42.386,3.734,49.984,328.676,14.995,8761425.0,0.013206274504190393
49501,4881,FELE,2010-06-30,190.419,119.443,39.319,18.781,11.137,92.938,90.614,135.911,28.664,266.765,254.87,0.487,43.804,5.365,58.718,338.676,14.41,7881428.0,0.025798687161254004
49502,4881,FELE,2010-09-30,188.409,123.05,39.094,19.603,12.334,122.149,78.807,139.971,30.867,291.767,267.163,2.112,49.761,7.99,64.578,359.478,16.58,5854195.0,0.024464180411393595
49503,4881,FELE,2010-12-31,174.972,114.053,40.966,14.983,8.117,140.07,70.829,126.007,33.549,293.262,266.383,1.241,39.084,4.268,64.714,352.719,19.46,6701337.0,0.01632884922623073
49504,4881,FELE,2011-03-31,185.331,118.964,43.446,16.938,10.679,102.79,98.93,153.017,30.627,303.974,270.242,1.256,52.801,7.262,48.525,346.768,23.1,5572104.0,0.015063099071224498
49505,4881,FELE,2011-06-30,224.119,140.014,43.729,32.441,21.655,94.173,121.708,164.76,29.695,321.07,297.477,11.848,57.102,11.18,55.001,383.914,23.475,5990278.0,0.027959965390697877
49506,4881,FELE,2011-09-30,224.391,144.131,44.835,29.235,19.22,128.055,101.654,154.087,26.074,312.757,286.244,11.374,49.853,7.499,60.119,372.994,18.14,7435693.0,0.03322250150765496
49507,4881,FELE,2011-12-31,187.236,120.368,44.21,18.399,11.545,153.337,78.435,141.693,27.018,309.539,282.638,13.978,45.481,5.946,58.692,373.685,21.78,11097894.0,0.017910267486471954
49508,4881,FELE,2012-03-31,201.924,129.494,44.947,34.119,23.046,98.936,119.511,186.538,31.11,323.619,343.297,20.381,68.516,2.05,50.878,440.048,24.535,6843445.0,0.027902317371731402
49509,4881,FELE,2012-06-30,246.696,155.631,45.969,37.17,24.807,86.25,127.092,193.9,30.243,319.251,335.265,21.181,59.578,2.455,54.2,432.311,25.565,5360750.0,0.02903555101304936
49510,4881,FELE,2012-09-30,237.557,148.383,48.901,32.885999999999996,21.866,95.717,118.795,198.273,38.309,332.777,359.046,17.743,58.721,7.129,62.181,444.369,30.245,4367778.0,0.022000776402756383
49511,4881,FELE,2012-12-31,205.168,127.838,46.969,21.147,13.145,103.338,102.918,191.848,30.813,355.411,375.487,15.176,68.66,0.215,61.588,454.13,31.01535,3717799.0,0.013871938207185387
49512,4881,FELE,2013-03-31,222.524,141.216,49.665,23.282999999999998,15.456,74.666,130.884,205.358,33.272,366.891,371.284,15.945,63.978,0.713,49.16,461.454,33.57,8458016.0,0.01363369793388958
49513,4881,FELE,2013-06-30,263.443,161.342,52.988,40.225,28.135,77.088,147.945,204.307,27.947,383.711,365.569,17.517,60.322,1.816,57.566,463.965,33.65,9729839.0,0.02345725812031524
49514,4881,FELE,2013-09-30,249.844,154.944,49.915,37.321999999999996,25.061,118.065,130.813,199.873,28.347,400.098,364.7,16.44,60.106,2.305,59.796,465.466,39.4,7248973.0,0.019140778936670804
49515,4881,FELE,2013-12-31,229.651,145.09,51.546,20.576,13.306,134.553,115.127,191.561,31.113,407.623,370.923,15.363,57.755,2.048,63.308,448.486,44.64,9920978.0,0.009417047418788033
49516,4881,FELE,2014-03-31,231.421,144.463,51.915,25.401,16.957,102.137,147.101,223.133,36.933,414.618,370.106,30.607,81.133,1.939,48.603,468.275,42.52,12391416.0,0.011925420193948148
49517,4881,FELE,2014-06-30,284.466,175.746,59.171,39.943,27.074,87.68,176.11,239.534,35.254,426.464,412.047,69.766,75.778,2.001,59.618,522.894,40.33,10765005.0,0.019229633526263064
49518,4881,FELE,2014-09-30,278.053,179.284,53.735,32.143,22.673,77.42,167.849,243.225,38.216,423.108,406.557,82.656,75.921,2.496,83.331,503.282,34.74,9084252.0,0.017835365180364413
49519,4881,FELE,2014-12-31,253.837,166.664,57.89,1.9049999999999998,3.102,59.141,143.787,220.528,46.083,421.939,396.562,34.092,70.806,0.788,95.419,470.484,37.53,12502048.0,0.001000079365878495
49520,4881,FELE,2015-03-31,225.728,145.398,55.06,19.121000000000002,19.795,69.593,155.087,221.496,53.442,409.451,382.96,103.237,59.143,1.096,58.073,485.426,38.14,11698149.0,0.009592506452955998
49521,4881,FELE,2015-06-30,247.427,158.015,56.178,23.929000000000002,16.164,63.034,154.133,219.928,52.364,414.989,383.233,37.509,58.629,1.376,63.113,465.553,32.33,13957960.0,0.014056672504296808
49522,4881,FELE,2015-09-30,232.485,146.933,47.722,29.084999999999997,20.825,84.898,131.767,209.191,50.373,409.505,371.926,55.088,59.865,2.278,60.067,476.245,27.23,21673374.0,0.02047197384317334
49523,4881,FELE,2015-12-31,219.283,141.493,45.09,23.474,16.161,81.561,127.251,194.594,34.728,411.071,368.235,32.946,57.822,1.794,52.109,430.087,27.03,17982712.0,0.016902513031564644
49524,4881,FELE,2016-03-31,218.43,135.442,52.345,20.839,13.457,74.642,151.173,207.741,30.617,422.702,373.594,45.337,62.568,2.628,46.594,444.864,32.17,14152261.0,0.01268263953389623
49525,4881,FELE,2016-06-30,252.081,152.522,57.954,34.162,23.982,71.582,161.972,210.642,29.531,426.358,371.32,55.673,56.983,2.95,58.686,431.781,33.05,11637912.0,0.020474660060978672
49526,4881,FELE,2016-09-30,239.755,145.167,55.373,33.573,23.664,78.981,152.093,215.067,31.289,434.997,368.512,33.418,60.695,3.353,61.003,414.829,40.71,10050324.0,0.016818239802611483
49527,4881,FELE,2016-12-31,239.59,149.785,55.437,23.701,17.642,104.331,145.999,203.471,30.018,430.146,359.949,33.715,63.927,3.274,56.845,417.165,38.9,12058222.0,0.01254051420499881
49528,4881,FELE,2017-03-31,220.252,135.512,56.796,19.448,15.73,70.651,154.701,235.724,33.803,439.881,362.989,33.783,69.042,3.17,43.497,409.623,43.05,7808919.0,0.009179329997172997
49529,4881,FELE,2017-06-30,305.349,193.108,68.131,39.07,29.909,55.095,190.65,296.687,37.194,468.486,385.832,145.381,73.266,3.823,57.047,506.729,41.4,11566262.0,0.01825128833447908
49530,4881,FELE,2017-09-30,311.113,197.265,70.85,32.535999999999994,24.47,60.129,176.286,301.374,44.462,476.49,384.036,104.081,76.163,4.194,63.704,477.359,44.85,9463039.0,0.014401486678182187
49531,4881,FELE,2017-12-31,288.195,183.536,69.111,23.441999999999997,8.071,67.233,171.007,312.325,38.566,486.187,380.528,100.453,79.348,2.213,63.887,481.23,45.9,10095800.0,0.01019601736828622
49532,4881,FELE,2018-03-31,295.63,186.752,76.275,21.904,21.174,67.37,192.771,343.316,38.394,493.058,381.445,152.945,84.829,2.747,48.196,516.748,40.75,7809768.0,0.010398673580442669
49533,4881,FELE,2018-06-30,343.97,218.195,74.965,39.978,30.497,70.044,206.542,328.632,34.735,478.977,370.696,167.803,82.123,3.589,57.563,499.958,45.1,7062399.0,0.017444171821383515
49534,4881,FELE,2018-09-30,341.866,219.508,72.483,38.187999999999995,30.006,41.173,193.429,323.215,31.948,484.006,396.229,122.846,75.348,5.869,61.698,455.19,47.25,6915323.0,0.015991589633230493
54447,5252,GGG,1990-03-31,68.147,31.126,29.792,5.234999999999999,2.513,0.208,55.461,61.155,10.041,102.651,5.379,11.047,15.446,7.069,33.565,102.355,0.6145400167974271,435900.0,0.027480459215008995
54448,5252,GGG,1990-06-30,78.906,36.191,31.465,8.546000000000001,4.554,0.159,59.357,62.317,10.632,105.841,5.059,11.389,14.432,6.665,38.09,105.488,0.7279372818017142,789000.0,0.03912065501691158
54449,5252,GGG,1990-09-30,78.801,37.595,30.47,8.64,4.631,2.546,60.73,62.491,9.694,108.199,5.635,9.881,12.495,5.306,42.614,105.684,0.5084587043740617,460200.0,0.05376561551984318
54450,5252,GGG,1990-12-31,95.409,48.403,33.22,10.084,6.015,6.016,75.024,60.207,10.082,111.049,5.084,14.488,20.423,8.003,41.076,117.715,0.6657516848638794,444400.0,0.05149449704904974
54451,5252,GGG,1991-03-31,67.489,32.102,31.624,1.316,0.185,2.499,64.543,65.651,11.493,113.329,5.015,21.245,14.256,5.698,33.207,108.775,0.8449925230964622,728200.0,0.005082930757621259
54452,5252,GGG,1991-06-30,86.306,41.888,33.604,6.572,3.452,15.104,65.641,56.37,9.866,103.15,12.666,15.496,19.638,4.957,33.814,108.618,0.7279372818017142,906100.0,0.031171664710137197
54453,5252,GGG,1991-09-30,80.045,40.207,30.487,6.495,3.079,24.168,69.366,52.308,8.554,104.224,12.252,16.942,20.055,3.954,37.112,113.75,0.6876995426066447,452700.0,0.033674747050543234
54454,5252,GGG,1991-12-31,78.034,37.248,33.898,4.686,2.23,23.978,66.212,49.418,10.133,105.242,11.904,11.664,23.055,4.229,35.936,108.456,0.7791489498681665,518300.0,0.022802503603948834
54455,5252,GGG,1992-03-31,72.885,33.666,32.787,-1.808,-3.91,17.967,62.394,55.386,11.597,107.07,11.495,8.619,21.676,3.905,33.728,102.489,0.7572010921254012,376300.0,-0.008808442560903646
54456,5252,GGG,1992-06-30,86.118,42.258,33.97,8.676,4.81,27.508,68.653,51.884,9.998,104.408,10.807,9.643,21.843,5.52,34.802,106.956,0.6950154951875663,303600.0,0.04786956701656621
54457,5252,GGG,1992-09-30,76.311,36.071,32.699,6.338,3.462,36.775,58.722,55.118,9.715,106.553,10.746,11.084,18.647,6.241,35.317,107.534,0.7315952580921752,242100.0,0.03470366638924175
54458,5252,GGG,1992-12-31,85.02,43.024,37.762,1.7109999999999999,0.939,38.186,61.195,49.871,12.689,116.81,7.439,8.532,19.267,6.588,42.726,120.248,0.6840415663161837,777100.0,0.010394762522051279
54459,5252,GGG,1993-03-31,77.811,39.144,31.367,4.728,2.572,30.283,62.662,45.679,13.87,118.832,8.11,10.491,15.535,7.039,31.341,108.299,0.7791489498681665,382600.0,0.023534755515180555
54460,5252,GGG,1993-06-30,79.415,37.692,32.962,6.201,4.114,31.608,58.905,46.91,13.827,121.086,8.073,6.151,15.042,7.155,33.198,106.592,0.9291259777770624,461300.0,0.02665563358712998
54461,5252,GGG,1993-09-30,81.751,39.953,33.389,5.605,3.463,38.137,61.63,41.251,13.377,125.088,10.817,9.562,14.167,7.178,33.393,111.922,0.940099906648445,423400.0,0.023888866690640775
54462,5252,GGG,1993-12-31,83.625,43.394,36.807,-0.45300000000000007,-0.656,37.44,62.178,35.719,11.922,129.876,11.362,8.777,16.737,5.658,68.439,141.68,1.0644681741430824,282700.0,-0.0017231722829687413
54463,5252,GGG,1994-03-31,80.93,39.894,35.343,3.054,1.836,1.475,67.678,42.223,13.055,132.029,11.241,18.065,15.682,6.609,32.644,116.141,0.8998608507855126,2373349.0,0.011356811762890297
54464,5252,GGG,1994-06-30,94.179,47.395,37.014,7.075000000000001,4.195,2.577,74.833,48.874,13.579,135.915,10.986,25.672,18.86,4.481,39.131,131.0,0.8230434610843104,581900.0,0.027779659203459994
54465,5252,GGG,1994-09-30,89.048,43.486,35.96,7.193,4.248,1.772,67.292,57.841,14.589,142.145,11.423,27.966,19.399,4.126,42.478,137.409,0.8065825918626242,699400.0,0.028681638497912325
54466,5252,GGG,1994-12-31,95.856,44.78,39.305,8.027,5.047,2.444,75.589,50.529,15.383,145.164,14.4,17.36,19.764,5.761,46.655,146.534,0.9547304148578,429200.0,0.02775935780332078
54467,5252,GGG,1995-03-31,95.527,45.718,36.711,9.42,5.436,0.809,80.097,54.589,14.885,151.774,14.59,27.622,17.588,7.943,42.246,151.092,1.0644695430023747,457900.0,0.02855363126713559
54468,5252,GGG,1995-06-30,103.402,48.888,36.991,14.476999999999999,8.532,1.137,82.493,53.039,14.685,154.117,14.991,22.181,18.707,2.005,44.535,146.41,1.1796956275541781,569400.0,0.04067219961602039
54469,5252,GGG,1995-09-30,94.797,45.64,35.802,10.265,6.569,0.649,74.539,50.349,13.58,158.189,13.525,21.544,15.118,2.632,45.805,130.499,1.4979390991734447,1020400.0,0.024096251201951645
54470,5252,GGG,1995-12-31,92.588,45.359,34.889,11.729000000000001,7.169,1.643,73.205,41.693,11.941,156.168,12.493,6.986,13.849,4.229,46.519,114.262,1.3388173633638114,930000.0,0.032005173655831824
54471,5252,GGG,1996-03-31,90.153,42.017,35.754,8.517,5.585,2.103,72.211,44.915,13.343,160.162,12.642,7.021,13.329,8.869,42.428,114.325,1.2839506172839505,1795050.0,0.024133153120988782
54472,5252,GGG,1996-06-30,97.099,44.413,35.868,14.877,10.032,2.34,74.357,47.024,12.653,165.026,11.264,7.599,12.49,3.612,47.834,113.623,1.3333333333333333,1888200.0,0.04088084663499686
54473,5252,GGG,1996-09-30,97.68,44.634,34.654,15.011999999999999,10.157,7.401,76.744,48.319,12.555,173.423,8.883,6.577,13.164,3.797,55.575,120.941,1.2345679012345678,1513100.0,0.04567176234985051
54474,5252,GGG,1996-12-31,106.824,52.053,36.648,15.193999999999999,10.395,6.535,83.474,41.531,12.954,183.085,9.148,5.658,13.854,4.647,56.451,121.764,1.6131687242798354,1435100.0,0.03576119037644102
54475,5252,GGG,1997-03-31,92.099,44.018,35.013,9.888000000000002,6.181,1.378,81.061,47.609,13.76,185.782,8.624,9.129,13.132,7.622,45.702,116.474,1.8930041152263375,2217900.0,0.019476682345711115
54476,5252,GGG,1997-06-30,111.721,54.586,36.876,15.908,10.418,2.258,89.903,43.405,13.842,191.6,9.398,14.148,14.589,7.086,45.579,122.785,1.9835390946502058,2498000.0,0.02983691727701556
54477,5252,GGG,1997-09-30,101.92,47.335,33.643,17.595,12.879,7.382,82.566,44.768,13.846,194.343,9.066,4.064,14.191,7.453,46.606,113.254,2.353909465020576,1091500.0,0.028803559560097045
54478,5252,GGG,1997-12-31,108.157,51.476,31.983,20.991,15.238,13.523,86.148,43.942,12.679,196.94,8.06,4.707,12.542,5.546,46.185,107.023,2.4567572016460906,1495800.0,0.033159485019280496
54479,5252,GGG,1998-03-31,105.717,49.778,37.594,14.072,8.947,28.383,83.699,46.17,12.231,197.284,7.586,6.792,14.562,7.399,43.177,109.333,2.993777777777778,3503050.0,0.01835345126530039
54480,5252,GGG,1998-06-30,115.153,53.196,38.52,19.738,12.765,34.226,86.499,43.822,12.848,199.671,7.797,6.26,12.731,6.089,43.794,105.597,3.4444444444444446,3540800.0,0.0291830721030944
54481,5252,GGG,1998-09-30,106.202,49.11,34.014,19.291999999999998,11.073,3.642,83.677,40.075,12.274,200.338,7.774,12.058,10.74,6.988,47.824,248.039,2.2962962962962963,2822200.0,0.0313194147659222
54482,5252,GGG,1998-12-31,105.113,46.964,32.4,23.580000000000002,14.478,3.555,80.146,34.018,13.601,199.122,6.016,17.717,11.965,5.134,48.15,224.389,2.9135802469135803,2845300.0,0.03276795410818844
54483,5252,GGG,1999-03-31,103.241,46.611,33.583,18.954,11.201,4.204,81.162,34.111,13.698,199.706,6.046,12.771,12.489,10.297,41.553,211.596,2.1790123456790123,2962600.0,0.03373866066203711
54484,5252,GGG,1999-06-30,114.703,51.242,33.312,29.019,17.961,5.575,80.998,37.409,13.982,192.062,14.516,7.379,10.744,5.366,43.641,202.059,2.9012345679012346,2932500.0,0.041264988980396496
54485,5252,GGG,1999-09-30,110.076,48.73,33.493,24.204,15.043,2.082,79.081,36.293,14.615,189.191,13.219,5.999,10.349,6.391,46.574,181.895,3.240740740740741,2353800.0,0.0320194730889055
54486,5252,GGG,1999-12-31,114.454,50.055,37.556,23.68,15.136,6.588,79.696,37.702,14.003,182.156,11.551,15.855,13.5,2.323,46.585,173.093,3.54320987654321,2421900.0,0.029329217994862433
54487,5252,GGG,2000-03-31,122.227,56.093,37.482,24.21,14.975,2.834,88.011,41.64,13.602,184.764,10.881,13.577,15.379,9.035,41.623,176.985,2.8641975308641974,3239900.0,0.036258853165872636
54488,5252,GGG,2000-06-30,132.768,62.675,36.066,29.232999999999997,18.331,4.367,85.45,36.712,14.078,187.548,10.442,13.775,11.252,2.577,45.314,158.23,3.2098765432098766,3258700.0,0.040334063677956646
54489,5252,GGG,2000-09-30,123.1,56.22,34.424,28.258,18.073,2.163,82.909,33.838,13.245,190.77,11.051,12.844,12.447,7.541,47.065,136.088,3.185185185185185,1486800.0,0.04082736898756923
54490,5252,GGG,2000-12-31,116.278,53.081,31.638,28.334,18.729,11.071,85.836,33.079,13.756,186.872,10.245,17.023,12.899,4.642,47.277,127.121,4.08641975308642,1947500.0,0.03283811720324337
54491,5252,GGG,2001-03-31,109.814,50.436,34.655,20.27,13.12,4.682,83.301,41.177,14.192,193.942,20.84,15.291,12.742,10.678,38.913,125.23,4.148148148148148,3795900.0,0.02268939262499594
54492,5252,GGG,2001-06-30,130.873,61.914,35.749,27.903000000000002,18.248,7.215,89.555,37.568,14.011,196.546,20.995,12.94,13.847,7.505,41.995,114.947,4.888888888888889,4161800.0,0.02673156917558741
54493,5252,GGG,2001-09-30,118.651,54.868,32.364,25.221,16.76,10.431,85.111,37.318,13.049,206.779,21.086,13.49,10.768,8.436,45.494,106.231,4.474074074074074,3061200.0,0.02676033473495905
54494,5252,GGG,2001-12-31,113.481,52.345,30.412,25.319000000000003,17.138,26.531,85.44,30.333,13.193,211.523,21.672,10.062,10.676,6.014,46.501,102.373,5.785185185185185,4511500.0,0.021125685563707412
54495,5252,GGG,2002-03-31,107.857,48.102,31.67,23.496,15.546,44.226,91.129,31.653,13.569,212.838,21.141,11.796,10.638,10.485,39.311,101.491,6.051851851851852,6670900.0,0.01865332385583162
54496,5252,GGG,2002-06-30,132.796,60.831,35.408,31.525999999999996,21.516,63.866,97.197,28.657,14.182,213.744,21.168,10.149,12.284,4.894,44.31,101.699,5.586666666666667,11005100.0,0.02755701735347356
